anomaly,attempt_number,away_score_before,back_to_back,clock,clutch,confidence,continuous_stint_seconds,cumulative_seconds_played,date,days_rest,description,event_id,event_index,game_id,home_score_before,interrupted,interruptions,made,opponent,period,period_label,player_attempt_number_game,player_id,player_name,position,previous_bench_rest_seconds,previous_result,review_before,score_margin_before,score_state,seconds_since_previous_ft,segment,sequence,stint_number,substitution_before,team_attempt_number_game,team_game_number,team_id,timeout_before,trip_id,trip_length,trip_type,venue,wallclock,workload_confidence
,1,101,True,10:32,False,high,88.0,1596.8,2026-02-26,0,Brandin Podziemski makes free throw 1 of 2,401810699555,363,401810699,80,False,,True,MEM,4,Q4,3,4709138,Brandin Podziemski,1 of 2,26.3,,False,21,leading,,Regular Season,555,7,False,15,59,9,False,401810699-401810699555,2,shooting,away,2026-02-26T02:22:16Z,high
,2,102,True,10:32,False,high,88.0,1596.8,2026-02-26,0,Brandin Podziemski makes free throw 2 of 2,401810699557,364,401810699,80,False,,True,MEM,4,Q4,4,4709138,Brandin Podziemski,2 of 2,26.3,made,False,22,leading,77,Regular Season,557,7,False,16,59,9,False,401810699-401810699555,2,shooting,away,2026-02-26T02:23:33Z,high
,1,115,True,7:53,False,high,27.0,1344.0,2026-02-26,0,Gui Santos makes free throw 1 of 1,401810699598,394,401810699,88,False,,True,MEM,4,Q4,4,4997536,Gui Santos,1 of 1,319.0,,False,27,leading,,Regular Season,598,5,False,17,59,9,False,401810699-401810699598,1,and-one,away,2026-02-26T02:30:33Z,high
,1,127,True,2:36,False,high,344.0,916.1,2026-02-26,0,Malevy Leons misses free throw 1 of 2,401810699689,453,401810699,105,False,,False,MEM,4,Q4,3,4897449,Malevy Leons,1 of 2,220.0,,False,22,leading,,Regular Season,689,5,False,18,59,9,False,401810699-401810699689,2,shooting,away,2026-02-26T02:43:33Z,high
,2,127,True,2:36,False,high,344.0,916.1,2026-02-26,0,Malevy Leons misses free throw 2 of 2,401810699691,455,401810699,105,False,,False,MEM,4,Q4,4,4897449,Malevy Leons,2 of 2,220.0,missed,False,22,leading,0,Regular Season,691,5,False,19,59,9,False,401810699-401810699689,2,shooting,away,2026-02-26T02:43:33Z,high
,1,48,False,7:10,False,high,428.0,738.0,2026-03-01,2,De'Anthony Melton makes free throw 1 of 2,401810721226,155,401810721,25,False,,True,LAL,2,Q2,1,4066436,De'Anthony Melton,1 of 2,272.0,,False,-23,trailing,,Regular Season,226,2,False,1,60,9,False,401810721-401810721226,2,shooting,home,2026-03-01T02:19:18Z,high
,2,48,False,7:10,False,high,428.0,738.0,2026-03-01,2,De'Anthony Melton makes free throw 2 of 2,401810721233,159,401810721,26,False,,True,LAL,2,Q2,2,4066436,De'Anthony Melton,2 of 2,272.0,made,False,-22,trailing,17,Regular Season,233,2,False,2,60,9,False,401810721-401810721226,2,shooting,home,2026-03-01T02:19:35Z,high
,1,53,False,5:50,False,high,174.0,446.0,2026-03-01,2,Pat Spencer makes free throw 1 of 3,401810721248,168,401810721,30,False,,True,LAL,2,Q2,1,4592714,Pat Spencer,1 of 3,334.0,,False,-23,trailing,,Regular Season,248,2,False,3,60,9,False,401810721-401810721248,3,shooting,home,2026-03-01T02:22:08Z,high
,2,53,False,5:50,False,high,174.0,446.0,2026-03-01,2,Pat Spencer makes free throw 2 of 3,401810721249,169,401810721,31,False,,True,LAL,2,Q2,2,4592714,Pat Spencer,2 of 3,334.0,made,False,-22,trailing,0,Regular Season,249,2,False,4,60,9,False,401810721-401810721248,3,shooting,home,2026-03-01T02:22:08Z,high
,3,53,False,5:50,False,high,174.0,446.0,2026-03-01,2,Pat Spencer misses free throw 3 of 3,401810721256,173,401810721,32,False,,False,LAL,2,Q2,3,4592714,Pat Spencer,3 of 3,334.0,made,False,-21,trailing,0,Regular Season,256,2,False,5,60,9,False,401810721-401810721248,3,shooting,home,2026-03-01T02:22:08Z,high
,1,55,False,4:20,False,high,264.0,527.0,2026-03-01,2,Al Horford makes free throw 1 of 2,401810721269,183,401810721,36,False,,True,LAL,2,Q2,1,3213,Al Horford,1 of 2,196.0,,False,-19,trailing,,Regular Season,269,2,False,6,60,9,False,401810721-401810721269,2,shooting,home,2026-03-01T02:24:50Z,high
,2,55,False,4:20,False,high,264.0,527.0,2026-03-01,2,Al Horford makes free throw 2 of 2,401810721272,185,401810721,37,False,,True,LAL,2,Q2,2,3213,Al Horford,2 of 2,196.0,made,False,-18,trailing,21,Regular Season,272,2,False,7,60,9,False,401810721-401810721269,2,shooting,home,2026-03-01T02:25:11Z,high
,1,73,False,9:52,False,high,478.0,1130.0,2026-03-01,2,Brandin Podziemski makes free throw 1 of 2,401810721352,242,401810721,47,False,,True,LAL,3,Q3,1,4709138,Brandin Podziemski,1 of 2,174.0,,False,-26,trailing,,Regular Season,352,3,False,8,60,9,False,401810721-401810721352,2,shooting,home,2026-03-01T02:55:26Z,high
,2,73,False,9:52,False,high,478.0,1130.0,2026-03-01,2,Brandin Podziemski misses free throw 2 of 2,401810721353,243,401810721,48,False,,False,LAL,3,Q3,2,4709138,Brandin Podziemski,2 of 2,174.0,made,False,-25,trailing,0,Regular Season,353,3,False,9,60,9,False,401810721-401810721352,2,shooting,home,2026-03-01T02:55:26Z,high
,1,15,False,4:48,False,high,432.0,432.0,2026-03-03,1,Draymond Green makes free throw 1 of 2,40181073787,62,401810737,15,False,,True,LAC,1,Q1,1,6589,Draymond Green,1 of 2,,,False,0,tied,,Regular Season,87,1,False,1,61,9,False,401810737-40181073787,2,shooting,home,2026-03-03T03:25:24Z,high
,2,15,False,4:48,False,high,432.0,432.0,2026-03-03,1,Draymond Green misses free throw 2 of 2,40181073796,67,401810737,16,False,,False,LAC,1,Q1,2,6589,Draymond Green,2 of 2,,made,False,1,leading,0,Regular Season,96,1,False,2,61,9,False,401810737-40181073787,2,shooting,home,2026-03-03T03:25:24Z,high
,1,17,False,3:45,False,high,184.0,184.0,2026-03-03,1,Nate Williams makes free throw 1 of 2,401810737109,76,401810737,19,False,,True,LAC,1,Q1,1,4397821,Nate Williams,1 of 2,,,False,2,leading,,Regular Season,109,1,False,3,61,9,False,401810737-401810737109,2,shooting,home,2026-03-03T03:27:36Z,high
,2,17,False,3:45,False,high,184.0,184.0,2026-03-03,1,Nate Williams makes free throw 2 of 2,401810737114,79,401810737,20,False,,True,LAC,1,Q1,2,4397821,Nate Williams,2 of 2,,made,False,3,leading,19,Regular Season,114,1,False,4,61,9,False,401810737-401810737109,2,shooting,home,2026-03-03T03:27:55Z,high
,1,17,False,2:18,False,high,271.0,453.0,2026-03-03,1,Brandin Podziemski makes free throw 1 of 1,401810737135,95,401810737,25,False,,True,LAC,1,Q1,1,4709138,Brandin Podziemski,1 of 1,129.0,,False,8,leading,,Regular Season,135,2,False,5,61,9,False,401810737-401810737135,1,and-one,home,2026-03-03T03:33:51Z,high
,1,42,False,11:45,False,high,101.0,814.0,2026-03-03,1,Al Horford misses free throw 1 of 1,401810737343,233,401810737,58,False,,False,LAC,3,Q3,1,3213,Al Horford,1 of 1,283.0,,False,16,leading,,Regular Season,343,4,False,6,61,9,False,401810737-401810737343,1,and-one,home,2026-03-03T04:26:05Z,high
,1,46,False,9:57,False,high,209.0,922.0,2026-03-03,1,Al Horford makes free throw 1 of 2,401810737363,249,401810737,58,False,,True,LAC,3,Q3,2,3213,Al Horford,1 of 2,283.0,,False,12,leading,,Regular Season,363,4,False,7,61,9,False,401810737-401810737363,2,shooting,home,2026-03-03T04:28:42Z,high
,2,46,False,9:57,False,high,209.0,922.0,2026-03-03,1,Al Horford makes free throw 2 of 2,401810737364,250,401810737,59,False,,True,LAC,3,Q3,3,3213,Al Horford,2 of 2,283.0,made,False,13,leading,17,Regular Season,364,4,False,8,61,9,False,401810737-401810737363,2,shooting,home,2026-03-03T04:28:59Z,high
,1,57,False,6:31,False,high,63.0,550.0,2026-03-03,1,Nate Williams makes free throw 1 of 2,401810737412,287,401810737,66,True,timeout;substitution,True,LAC,3,Q3,3,4397821,Nate Williams,1 of 2,402.0,,False,9,leading,,Regular Season,412,3,True,9,61,9,True,401810737-401810737412,2,shooting,home,2026-03-03T04:38:21Z,high
,2,57,False,6:31,False,high,63.0,550.0,2026-03-03,1,Nate Williams makes free throw 2 of 2,401810737413,288,401810737,67,True,timeout;substitution,True,LAC,3,Q3,4,4397821,Nate Williams,2 of 2,402.0,made,False,10,leading,11,Regular Season,413,3,True,10,61,9,True,401810737-401810737412,2,shooting,home,2026-03-03T04:38:32Z,high
,1,59,False,5:53,False,high,101.0,637.0,2026-03-03,1,Pat Spencer makes free throw 1 of 2,401810737418,291,401810737,68,False,,True,LAC,3,Q3,1,4592714,Pat Spencer,1 of 2,402.0,,False,9,leading,,Regular Season,418,4,False,11,61,9,False,401810737-401810737418,2,shooting,home,2026-03-03T04:39:42Z,high
,2,59,False,5:53,False,high,101.0,637.0,2026-03-03,1,Pat Spencer makes free throw 2 of 2,401810737419,292,401810737,69,False,,True,LAC,3,Q3,2,4592714,Pat Spencer,2 of 2,402.0,made,False,10,leading,17,Regular Season,419,4,False,12,61,9,False,401810737-401810737418,2,shooting,home,2026-03-03T04:39:59Z,high
,1,59,False,5:45,False,high,109.0,596.0,2026-03-03,1,Nate Williams misses free throw 1 of 2,401810737423,295,401810737,70,False,,False,LAC,3,Q3,5,4397821,Nate Williams,1 of 2,402.0,,False,11,leading,,Regular Season,423,3,False,13,61,9,False,401810737-401810737423,2,shooting,home,2026-03-03T04:40:47Z,high
,2,59,False,5:45,False,high,109.0,596.0,2026-03-03,1,Nate Williams makes free throw 2 of 2,401810737427,298,401810737,70,False,,True,LAC,3,Q3,6,4397821,Nate Williams,2 of 2,402.0,missed,False,11,leading,13,Regular Season,427,3,False,14,61,9,False,401810737-401810737423,2,shooting,home,2026-03-03T04:41:00Z,high
,1,72,False,1:15,False,high,202.0,1267.0,2026-03-03,1,Al Horford makes free throw 1 of 2,401810737500,348,401810737,76,False,,True,LAC,3,Q3,4,3213,Al Horford,1 of 2,177.0,,False,4,leading,,Regular Season,500,5,False,15,61,9,False,401810737-401810737500,2,shooting,home,2026-03-03T04:52:35Z,high
,2,72,False,1:15,False,high,202.0,1267.0,2026-03-03,1,Al Horford misses free throw 2 of 2,401810737501,349,401810737,77,False,,False,LAC,3,Q3,5,3213,Al Horford,2 of 2,177.0,made,False,5,leading,0,Regular Season,501,5,False,16,61,9,False,401810737-401810737500,2,shooting,home,2026-03-03T04:52:35Z,high
,1,74,False,52.7,False,high,122.3,1662.3,2026-03-03,1,Brandin Podziemski misses free throw 1 of 1,401810737510,356,401810737,79,False,,False,LAC,3,Q3,2,4709138,Brandin Podziemski,1 of 1,102.0,,False,5,leading,,Regular Season,510,5,False,17,61,9,False,401810737-401810737510,1,and-one,home,2026-03-03T04:54:43Z,high
,1,4,False,10:17,False,high,103.0,103.0,2026-03-06,2,De'Anthony Melton makes free throw 1 of 1,40181075722,13,401810757,2,False,,True,HOU,1,Q1,1,4066436,De'Anthony Melton,1 of 1,,,False,2,leading,,Regular Season,22,1,False,1,62,9,False,401810757-40181075722,1,and-one,away,2026-03-06T00:45:34Z,high
,1,30,False,10:04,False,high,382.0,382.0,2026-03-06,2,Quinten Post makes free throw 1 of 2,401810757160,114,401810757,26,False,,True,HOU,2,Q2,1,4593016,Quinten Post,1 of 2,,,False,4,leading,,Regular Season,160,1,False,2,62,9,False,401810757-401810757160,2,shooting,away,2026-03-06T01:11:15Z,high
,2,31,False,10:04,False,high,382.0,382.0,2026-03-06,2,Quinten Post makes free throw 2 of 2,401810757161,115,401810757,26,False,,True,HOU,2,Q2,2,4593016,Quinten Post,2 of 2,,made,False,5,leading,15,Regular Season,161,1,False,3,62,9,False,401810757-401810757160,2,shooting,away,2026-03-06T01:11:30Z,high
,1,43,False,5:26,False,high,218.0,844.0,2026-03-06,2,Gui Santos makes free throw 1 of 1,401810757226,157,401810757,35,False,,True,HOU,2,Q2,1,4997536,Gui Santos,1 of 1,176.0,,False,8,leading,,Regular Season,226,3,False,4,62,9,False,401810757-401810757226,1,and-one,away,2026-03-06T01:23:46Z,high
,1,44,False,4:54,False,high,250.0,876.0,2026-03-06,2,Gui Santos makes free throw clear path 1 of 2,401810757234,162,401810757,35,True,review/challenge,True,HOU,2,Q2,2,4997536,Gui Santos,1 of 2,176.0,,True,9,leading,,Regular Season,234,3,False,5,62,9,False,401810757-401810757234,2,clear-path,away,2026-03-06T01:26:50Z,high
,2,45,False,4:54,False,high,250.0,876.0,2026-03-06,2,Gui Santos misses free throw clear path 2 of 2,401810757235,163,401810757,35,True,review/challenge,False,HOU,2,Q2,3,4997536,Gui Santos,2 of 2,176.0,made,True,10,leading,0,Regular Season,235,3,False,6,62,9,False,401810757-401810757234,2,clear-path,away,2026-03-06T01:26:50Z,high
,1,45,False,1:18,False,high,126.0,568.0,2026-03-06,2,Pat Spencer makes free throw 1 of 2,401810757286,199,401810757,45,False,,True,HOU,2,Q2,1,4592714,Pat Spencer,1 of 2,340.0,,False,0,tied,,Regular Season,286,2,False,7,62,9,False,401810757-401810757286,2,shooting,away,2026-03-06T01:35:28Z,high
,2,46,False,1:18,False,high,126.0,568.0,2026-03-06,2,Pat Spencer makes free throw 2 of 2,401810757291,202,401810757,45,False,,True,HOU,2,Q2,2,4592714,Pat Spencer,2 of 2,340.0,made,False,1,leading,22,Regular Season,291,2,False,8,62,9,False,401810757-401810757286,2,shooting,away,2026-03-06T01:35:50Z,high
,1,49,False,30.7,False,high,47.3,1013.3,2026-03-06,2,Gui Santos misses free throw 1 of 1,401810757304,210,401810757,47,True,substitution,False,HOU,2,Q2,4,4997536,Gui Santos,1 of 1,126.0,,False,2,leading,,Regular Season,304,4,True,9,62,9,False,401810757-401810757304,1,and-one,away,2026-03-06T01:37:21Z,high
,1,83,False,10:58,False,high,84.0,1341.0,2026-03-06,2,De'Anthony Melton misses free throw 1 of 1,401810757492,333,401810757,82,False,,False,HOU,4,Q4,2,4066436,De'Anthony Melton,1 of 1,329.0,,False,1,leading,,Regular Season,492,4,False,10,62,9,False,401810757-401810757492,1,and-one,away,2026-03-06T02:26:44Z,high
,1,89,False,5:12,False,high,70.0,940.0,2026-03-06,2,Quinten Post makes free throw 1 of 2,401810757582,397,401810757,91,False,,True,HOU,4,Q4,3,4593016,Quinten Post,1 of 2,13.0,,False,-2,trailing,,Regular Season,582,5,False,11,62,9,False,401810757-401810757582,2,shooting,away,2026-03-06T02:40:04Z,high
,2,90,False,5:12,False,high,70.0,940.0,2026-03-06,2,Quinten Post misses free throw 2 of 2,401810757587,400,401810757,91,False,,False,HOU,4,Q4,4,4593016,Quinten Post,2 of 2,13.0,made,False,-1,trailing,0,Regular Season,587,5,False,12,62,9,False,401810757-401810757582,2,shooting,away,2026-03-06T02:40:04Z,high
,1,92,False,3:39,True,high,176.0,1567.0,2026-03-06,2,Draymond Green makes free throw 1 of 1,401810757610,415,401810757,93,False,,True,HOU,4,Q4,1,6589,Draymond Green,1 of 1,583.0,,False,-1,trailing,,Regular Season,610,3,False,13,62,9,False,401810757-401810757610,1,and-one,away,2026-03-06T02:46:35Z,high
,1,93,False,2:38,True,high,154.0,1916.3,2026-03-06,2,Brandin Podziemski makes free throw 1 of 2,401810757619,422,401810757,93,False,,True,HOU,4,Q4,1,4709138,Brandin Podziemski,1 of 2,83.0,,False,0,tied,,Regular Season,619,6,False,14,62,9,False,401810757-401810757619,2,shooting,away,2026-03-06T02:48:24Z,high
,2,94,False,2:38,True,high,154.0,1916.3,2026-03-06,2,Brandin Podziemski makes free throw 2 of 2,401810757622,424,401810757,93,False,,True,HOU,4,Q4,2,4709138,Brandin Podziemski,2 of 2,83.0,made,False,1,leading,22,Regular Season,622,6,False,15,62,9,False,401810757-401810757619,2,shooting,away,2026-03-06T02:48:46Z,high
,1,27,False,1:15,False,high,241.0,441.0,2026-03-08,1,Gui Santos makes free throw 1 of 1,401810775158,108,401810775,32,False,,True,OKC,1,Q1,1,4997536,Gui Santos,1 of 1,204.0,,False,-5,trailing,,Regular Season,158,2,False,1,63,9,False,401810775-401810775158,1,and-one,away,2026-03-08T02:06:04Z,high
,1,33,False,9:58,False,high,122.0,386.0,2026-03-08,1,Kristaps Porzingis makes free throw 1 of 2,401810775204,140,401810775,36,False,,True,OKC,2,Q2,1,3102531,Kristaps Porzingis,1 of 2,159.0,,False,-3,trailing,,Regular Season,204,2,False,2,63,9,False,401810775-401810775204,2,shooting,away,2026-03-08T02:17:38Z,high
,2,34,False,9:58,False,high,122.0,386.0,2026-03-08,1,Kristaps Porzingis misses free throw 2 of 2,401810775207,142,401810775,36,False,,False,OKC,2,Q2,2,3102531,Kristaps Porzingis,2 of 2,159.0,made,False,-2,trailing,0,Regular Season,207,2,False,3,63,9,False,401810775-401810775204,2,shooting,away,2026-03-08T02:17:38Z,high
,1,34,False,9:21,False,high,159.0,423.0,2026-03-08,1,Kristaps Porzingis misses free throw 1 of 2,401810775216,149,401810775,39,False,,False,OKC,2,Q2,3,3102531,Kristaps Porzingis,1 of 2,159.0,,False,-5,trailing,,Regular Season,216,2,False,4,63,9,False,401810775-401810775216,2,shooting,away,2026-03-08T02:20:01Z,high
,2,34,False,9:21,False,high,159.0,423.0,2026-03-08,1,Kristaps Porzingis makes free throw 2 of 2,401810775218,151,401810775,39,False,,True,OKC,2,Q2,4,3102531,Kristaps Porzingis,2 of 2,159.0,missed,False,-5,trailing,19,Regular Season,218,2,False,5,63,9,False,401810775-401810775216,2,shooting,away,2026-03-08T02:20:20Z,high
,1,50,False,2:32,False,high,334.0,972.0,2026-03-08,1,Gui Santos misses free throw 1 of 2,401810775303,205,401810775,63,False,,False,OKC,2,Q2,2,4997536,Gui Santos,1 of 2,112.0,,False,-13,trailing,,Regular Season,303,3,False,6,63,9,False,401810775-401810775303,2,shooting,away,2026-03-08T02:35:23Z,high
,2,50,False,2:32,False,high,334.0,972.0,2026-03-08,1,Gui Santos makes free throw 2 of 2,401810775309,209,401810775,63,False,,True,OKC,2,Q2,3,4997536,Gui Santos,2 of 2,112.0,missed,False,-13,trailing,23,Regular Season,309,3,False,7,63,9,False,401810775-401810775303,2,shooting,away,2026-03-08T02:35:46Z,high
,1,53,False,1:44,False,high,48.0,546.0,2026-03-08,1,Kristaps Porzingis misses free throw 1 of 2,401810775318,216,401810775,65,False,,False,OKC,2,Q2,5,3102531,Kristaps Porzingis,1 of 2,334.0,,False,-12,trailing,,Regular Season,318,3,False,8,63,9,False,401810775-401810775318,2,shooting,away,2026-03-08T02:37:23Z,high
,2,53,False,1:44,False,high,48.0,546.0,2026-03-08,1,Kristaps Porzingis makes free throw 2 of 2,401810775323,219,401810775,65,False,,True,OKC,2,Q2,6,3102531,Kristaps Porzingis,2 of 2,334.0,missed,False,-12,trailing,24,Regular Season,323,3,False,9,63,9,False,401810775-401810775318,2,shooting,away,2026-03-08T02:37:47Z,high
,1,70,False,5:48,False,high,101.0,1445.0,2026-03-08,1,Brandin Podziemski makes free throw 1 of 2,401810775408,276,401810775,75,False,,True,OKC,3,Q3,1,4709138,Brandin Podziemski,1 of 2,87.0,,False,-5,trailing,,Regular Season,408,5,False,10,63,9,False,401810775-401810775408,2,shooting,away,2026-03-08T03:09:47Z,high
,2,71,False,5:48,False,high,101.0,1445.0,2026-03-08,1,Brandin Podziemski makes free throw 2 of 2,401810775415,280,401810775,75,False,,True,OKC,3,Q3,2,4709138,Brandin Podziemski,2 of 2,87.0,made,False,-4,trailing,31,Regular Season,415,5,False,11,63,9,False,401810775-401810775408,2,shooting,away,2026-03-08T03:10:18Z,high
,1,72,False,5:19,False,high,29.0,1337.0,2026-03-08,1,Gui Santos makes free throw 1 of 2,401810775427,289,401810775,75,False,,True,OKC,3,Q3,4,4997536,Gui Santos,1 of 2,188.0,,False,-3,trailing,,Regular Season,427,4,False,12,63,9,False,401810775-401810775427,2,shooting,away,2026-03-08T03:12:29Z,high
,2,73,False,5:19,False,high,29.0,1337.0,2026-03-08,1,Gui Santos makes free throw 2 of 2,401810775428,290,401810775,75,False,,True,OKC,3,Q3,5,4997536,Gui Santos,2 of 2,188.0,made,False,-2,trailing,20,Regular Season,428,4,False,13,63,9,False,401810775-401810775427,2,shooting,away,2026-03-08T03:12:49Z,high
,1,79,False,2:08,False,high,80.0,901.0,2026-03-08,1,Gary Payton II misses free throw 1 of 2,401810775483,332,401810775,81,False,,False,OKC,3,Q3,1,3134903,Gary Payton II,1 of 2,26.0,,False,-2,trailing,,Regular Season,483,4,False,14,63,9,False,401810775-401810775483,2,shooting,away,2026-03-08T03:22:25Z,high
,2,79,False,2:08,False,high,80.0,901.0,2026-03-08,1,Gary Payton II misses free throw 2 of 2,401810775489,336,401810775,81,False,,False,OKC,3,Q3,2,3134903,Gary Payton II,2 of 2,26.0,missed,False,-2,trailing,0,Regular Season,489,4,False,15,63,9,False,401810775-401810775483,2,shooting,away,2026-03-08T03:22:25Z,high
,1,79,False,57.7,False,high,176.3,497.3,2026-03-08,1,Nate Williams makes free throw 1 of 2,401810775499,344,401810775,84,False,,True,OKC,3,Q3,1,4397821,Nate Williams,1 of 2,972.0,,False,-5,trailing,,Regular Season,499,3,False,16,63,9,False,401810775-401810775499,2,shooting,away,2026-03-08T03:24:22Z,high
,2,80,False,57.7,False,high,176.3,497.3,2026-03-08,1,Nate Williams makes free throw 2 of 2,401810775502,346,401810775,84,False,,True,OKC,3,Q3,2,4397821,Nate Williams,2 of 2,972.0,made,False,-4,trailing,20,Regular Season,502,3,False,17,63,9,False,401810775-401810775499,2,shooting,away,2026-03-08T03:24:42Z,high
,1,97,False,2:02,True,high,140.0,2103.7,2026-03-08,1,Gui Santos misses free throw 1 of 1,401810775662,454,401810775,99,True,substitution,False,OKC,4,Q4,6,4997536,Gui Santos,1 of 1,80.0,,False,-2,trailing,,Regular Season,662,6,True,18,63,9,False,401810775-401810775662,1,and-one,away,2026-03-08T03:53:15Z,high
,1,5,False,8:26,False,high,214.0,214.0,2026-03-10,1,De'Anthony Melton makes free throw 1 of 2,40181078947,30,401810789,9,False,,True,UTAH,1,Q1,1,4066436,De'Anthony Melton,1 of 2,,,False,-4,trailing,,Regular Season,47,1,False,1,64,9,False,401810789-40181078947,2,shooting,away,2026-03-10T01:17:00Z,high
,2,6,False,8:26,False,high,214.0,214.0,2026-03-10,1,De'Anthony Melton makes free throw 2 of 2,40181078948,31,401810789,9,False,,True,UTAH,1,Q1,2,4066436,De'Anthony Melton,2 of 2,,made,False,-3,trailing,16,Regular Season,48,1,False,2,64,9,False,401810789-40181078947,2,shooting,away,2026-03-10T01:17:16Z,high
,1,38,False,6:10,False,high,181.0,349.0,2026-03-10,1,Seth Curry makes free throw 1 of 3,401810789251,165,401810789,45,False,,True,UTAH,2,Q2,1,2326307,Seth Curry,1 of 3,169.0,,False,-7,trailing,,Regular Season,251,2,False,3,64,9,False,401810789-401810789251,3,shooting,away,2026-03-10T01:54:58Z,high
,2,39,False,6:10,False,high,181.0,349.0,2026-03-10,1,Seth Curry makes free throw 2 of 3,401810789252,166,401810789,45,False,,True,UTAH,2,Q2,2,2326307,Seth Curry,2 of 3,169.0,made,False,-6,trailing,0,Regular Season,252,2,False,4,64,9,False,401810789-401810789251,3,shooting,away,2026-03-10T01:54:58Z,high
,3,40,False,6:10,False,high,181.0,349.0,2026-03-10,1,Seth Curry makes free throw 3 of 3,401810789257,169,401810789,45,False,,True,UTAH,2,Q2,3,2326307,Seth Curry,3 of 3,169.0,made,False,-5,trailing,0,Regular Season,257,2,False,5,64,9,False,401810789-401810789251,3,shooting,away,2026-03-10T01:54:58Z,high
,1,68,False,7:02,False,high,49.0,457.0,2026-03-10,1,Nate Williams makes free throw 1 of 1,401810789395,268,401810789,67,True,substitution,True,UTAH,3,Q3,1,4397821,Nate Williams,1 of 1,800.0,,False,1,leading,,Regular Season,395,3,True,6,64,9,False,401810789-401810789395,1,and-one,away,2026-03-10T02:30:58Z,high
,1,77,False,2:10,False,high,63.0,1256.0,2026-03-10,1,Gui Santos makes free throw 1 of 2,401810789490,332,401810789,87,False,,True,UTAH,3,Q3,1,4997536,Gui Santos,1 of 2,278.0,,False,-10,trailing,,Regular Season,490,4,False,7,64,9,False,401810789-401810789490,2,shooting,away,2026-03-10T02:48:20Z,high
,2,78,False,2:10,False,high,63.0,1256.0,2026-03-10,1,Gui Santos misses free throw 2 of 2,401810789491,333,401810789,87,False,,False,UTAH,3,Q3,2,4997536,Gui Santos,2 of 2,278.0,made,False,-9,trailing,0,Regular Season,491,4,False,8,64,9,False,401810789-401810789490,2,shooting,away,2026-03-10T02:48:20Z,high
,1,87,False,10:53,False,high,260.0,1565.0,2026-03-10,1,Brandin Podziemski misses free throw 1 of 2,401810789532,363,401810789,93,False,,False,UTAH,4,Q4,1,4709138,Brandin Podziemski,1 of 2,229.0,,False,-6,trailing,,Regular Season,532,4,False,9,64,9,False,401810789-401810789532,2,shooting,away,2026-03-10T02:56:22Z,high
,2,87,False,10:53,False,high,260.0,1565.0,2026-03-10,1,Brandin Podziemski misses free throw 2 of 2,401810789534,365,401810789,93,False,,False,UTAH,4,Q4,2,4709138,Brandin Podziemski,2 of 2,229.0,missed,False,-6,trailing,0,Regular Season,534,4,False,10,64,9,False,401810789-401810789532,2,shooting,away,2026-03-10T02:56:22Z,high
,1,91,False,8:10,False,high,124.0,1083.0,2026-03-10,1,Gary Payton II makes free throw 1 of 2,401810789576,395,401810789,102,False,,True,UTAH,4,Q4,1,3134903,Gary Payton II,1 of 2,383.0,,False,-11,trailing,,Regular Season,576,5,False,11,64,9,False,401810789-401810789576,2,shooting,away,2026-03-10T03:04:17Z,high
,2,92,False,8:10,False,high,124.0,1083.0,2026-03-10,1,Gary Payton II makes free throw 2 of 2,401810789577,396,401810789,102,False,,True,UTAH,4,Q4,2,3134903,Gary Payton II,2 of 2,383.0,made,False,-10,trailing,14,Regular Season,577,5,False,12,64,9,False,401810789-401810789576,2,shooting,away,2026-03-10T03:04:31Z,high
,1,102,False,4:48,True,high,109.0,1719.0,2026-03-10,1,Gui Santos makes free throw 1 of 2,401810789619,421,401810789,106,False,,True,UTAH,4,Q4,3,4997536,Gui Santos,1 of 2,99.0,,False,-4,trailing,,Regular Season,619,5,False,13,64,9,False,401810789-401810789619,2,shooting,away,2026-03-10T03:10:30Z,high
,2,103,False,4:48,True,high,109.0,1719.0,2026-03-10,1,Gui Santos misses free throw 2 of 2,401810789627,426,401810789,106,False,,False,UTAH,4,Q4,4,4997536,Gui Santos,2 of 2,99.0,made,False,-3,trailing,0,Regular Season,627,5,False,14,64,9,False,401810789-401810789619,2,shooting,away,2026-03-10T03:10:30Z,high
,1,107,False,3:18,True,high,76.0,998.0,2026-03-10,1,De'Anthony Melton makes free throw 1 of 1,401810789646,438,401810789,108,False,,True,UTAH,4,Q4,3,4066436,De'Anthony Melton,1 of 1,222.0,,False,-1,trailing,,Regular Season,646,4,False,15,64,9,False,401810789-401810789646,1,and-one,away,2026-03-10T03:16:42Z,high
,1,108,False,2:25,True,high,143.0,1964.0,2026-03-10,1,Brandin Podziemski misses free throw 1 of 2,401810789656,444,401810789,111,False,,False,UTAH,4,Q4,3,4709138,Brandin Podziemski,1 of 2,109.0,,False,-3,trailing,,Regular Season,656,5,False,16,64,9,False,401810789-401810789656,2,shooting,away,2026-03-10T03:18:23Z,high
,2,108,False,2:25,True,high,143.0,1964.0,2026-03-10,1,Brandin Podziemski misses free throw 2 of 2,401810789658,446,401810789,111,False,,False,UTAH,4,Q4,4,4709138,Brandin Podziemski,2 of 2,109.0,missed,False,-3,trailing,0,Regular Season,658,5,False,17,64,9,False,401810789-401810789656,2,shooting,away,2026-03-10T03:18:23Z,high
