attempts,clock,date,game_id,interruptions,makes,opponent,period,player_id,player_name,result_sequence,segment,trip_id,trip_length,trip_type,venue
2,5:16,2026-03-28,401810928,,2,WSH,2,4709138,Brandin Podziemski,M-M,Regular Season,401810928-401810928269,2,shooting,home
1,1:33,2026-03-28,401810928,substitution,0,WSH,2,3134903,Gary Payton II,X,Regular Season,401810928-401810928321,1,and-one,home
2,35.2,2026-03-28,401810928,,1,WSH,2,3102531,Kristaps Porzingis,X-M,Regular Season,401810928-401810928336,2,shooting,home
2,11:36,2026-03-28,401810928,,1,WSH,3,4709138,Brandin Podziemski,M-X,Regular Season,401810928-401810928354,2,shooting,home
2,5:31,2026-03-28,401810928,substitution,1,WSH,3,6589,Draymond Green,X-M,Regular Season,401810928-401810928441,2,shooting,home
2,11:25,2026-03-28,401810928,,1,WSH,4,4997536,Gui Santos,X-M,Regular Season,401810928-401810928540,2,shooting,home
2,8:53,2026-03-28,401810928,,2,WSH,4,4592714,Pat Spencer,M-M,Regular Season,401810928-401810928577,2,shooting,home
2,6:30,2026-03-28,401810928,,2,WSH,4,4709138,Brandin Podziemski,M-M,Regular Season,401810928-401810928611,2,shooting,home
1,5:46,2026-03-28,401810928,substitution,1,WSH,4,4997536,Gui Santos,M,Regular Season,401810928-401810928627,1,and-one,home
2,5:16,2026-03-28,401810928,,2,WSH,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810928-401810928632,2,shooting,home
2,4:03,2026-03-28,401810928,,2,WSH,4,4997536,Gui Santos,M-M,Regular Season,401810928-401810928647,2,shooting,home
2,41.2,2026-03-28,401810928,,2,WSH,4,4709138,Brandin Podziemski,M-M,Regular Season,401810928-401810928685,2,shooting,home
2,24.8,2026-03-28,401810928,,2,WSH,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810928-401810928693,2,transition-take,home
2,11.4,2026-03-28,401810928,,2,WSH,4,4997536,Gui Santos,M-M,Regular Season,401810928-401810928700,2,transition-take,home
1,6:46,2026-03-30,401810945,,1,DEN,1,3134903,Gary Payton II,M,Regular Season,401810945-40181094572,1,and-one,away
2,2:35,2026-03-30,401810945,,2,DEN,2,4709138,Brandin Podziemski,M-M,Regular Season,401810945-401810945322,2,shooting,away
2,11:05,2026-03-30,401810945,,2,DEN,3,4997536,Gui Santos,M-M,Regular Season,401810945-401810945379,2,shooting,away
1,5:48,2026-03-30,401810945,substitution,1,DEN,3,6589,Draymond Green,M,Regular Season,401810945-401810945447,1,and-one,away
2,2:01,2026-03-30,401810945,,2,DEN,3,3102531,Kristaps Porzingis,M-M,Regular Season,401810945-401810945503,2,shooting,away
3,1:05,2026-03-30,401810945,,1,DEN,4,4592714,Pat Spencer,M-X-X,Regular Season,401810945-401810945688,3,transition-take,away
2,7:16,2026-04-02,401810968,,2,SA,1,3074213,Omer Yurtseven,M-M,Regular Season,401810968-40181096869,2,shooting,home
2,3:30,2026-04-02,401810968,,2,SA,1,4709138,Brandin Podziemski,M-M,Regular Season,401810968-401810968134,2,shooting,home
2,2:34,2026-04-02,401810968,,2,SA,1,4709138,Brandin Podziemski,M-M,Regular Season,401810968-401810968146,2,shooting,home
1,2:13,2026-04-02,401810968,substitution,0,SA,1,4897449,Malevy Leons,X,Regular Season,401810968-401810968160,1,and-one,home
2,9:30,2026-04-02,401810968,,2,SA,2,6589,Draymond Green,M-M,Regular Season,401810968-401810968227,2,shooting,home
2,4:21,2026-04-02,401810968,,2,SA,2,4433149,LJ Cryer,M-M,Regular Season,401810968-401810968324,2,shooting,home
2,7:33,2026-04-02,401810968,,1,SA,3,3074213,Omer Yurtseven,M-X,Regular Season,401810968-401810968446,2,shooting,home
2,5:27,2026-04-02,401810968,,2,SA,3,3074213,Omer Yurtseven,M-M,Regular Season,401810968-401810968484,2,shooting,home
2,4:07,2026-04-02,401810968,,1,SA,3,4897449,Malevy Leons,X-M,Regular Season,401810968-401810968506,2,clear-path,home
1,3:41,2026-04-02,401810968,,1,SA,4,4433149,LJ Cryer,M,Regular Season,401810968-401810968676,1,and-one,home
2,6:48,2026-04-03,401810972,timeout;substitution,1,CLE,1,4709138,Brandin Podziemski,X-M,Regular Season,401810972-40181097272,2,shooting,home
2,9:28,2026-04-03,401810972,,2,CLE,2,4997536,Gui Santos,M-M,Regular Season,401810972-401810972220,2,shooting,home
2,4:28,2026-04-03,401810972,,2,CLE,2,3102531,Kristaps Porzingis,M-M,Regular Season,401810972-401810972274,2,shooting,home
2,11:17,2026-04-03,401810972,,2,CLE,3,4709138,Brandin Podziemski,M-M,Regular Season,401810972-401810972375,2,shooting,home
2,3:19,2026-04-03,401810972,,2,CLE,3,3102531,Kristaps Porzingis,M-M,Regular Season,401810972-401810972485,2,shooting,home
2,2:33,2026-04-03,401810972,,2,CLE,3,4709138,Brandin Podziemski,M-M,Regular Season,401810972-401810972497,2,shooting,home
2,11:25,2026-04-03,401810972,,2,CLE,4,4997536,Gui Santos,M-M,Regular Season,401810972-401810972544,2,shooting,home
2,10:51,2026-04-03,401810972,,1,CLE,4,4997536,Gui Santos,M-X,Regular Season,401810972-401810972550,2,shooting,home
2,9:28,2026-04-03,401810972,review/challenge;substitution,1,CLE,4,4433149,LJ Cryer,M-X,Regular Season,401810972-401810972572,2,technical,home
1,9:21,2026-04-03,401810972,,1,CLE,4,4433149,LJ Cryer,M,Regular Season,401810972-401810972576,1,technical,home
1,9:01,2026-04-03,401810972,,1,CLE,4,4433149,LJ Cryer,M,Regular Season,401810972-401810972580,1,technical,home
1,2:52,2026-04-06,401810997,substitution,1,HOU,1,4397886,Charles Bassey,M,Regular Season,401810997-401810997120,1,and-one,home
2,9:30,2026-04-06,401810997,,2,HOU,2,4997536,Gui Santos,M-M,Regular Season,401810997-401810997182,2,shooting,home
2,8:51,2026-04-06,401810997,,2,HOU,2,3102531,Kristaps Porzingis,M-M,Regular Season,401810997-401810997188,2,shooting,home
3,7:41,2026-04-06,401810997,timeout;review/challenge,3,HOU,2,2326307,Seth Curry,M-M-M,Regular Season,401810997-401810997218,3,shooting,home
1,11:34,2026-04-06,401810997,,1,HOU,3,3102531,Kristaps Porzingis,M,Regular Season,401810997-401810997353,1,and-one,home
2,6:25,2026-04-06,401810997,,1,HOU,3,4997536,Gui Santos,X-M,Regular Season,401810997-401810997417,2,shooting,home
2,6:01,2026-04-06,401810997,,2,HOU,3,4709138,Brandin Podziemski,M-M,Regular Season,401810997-401810997428,2,shooting,home
2,3:00,2026-04-06,401810997,,2,HOU,3,3134903,Gary Payton II,M-M,Regular Season,401810997-401810997466,2,shooting,home
1,2:17,2026-04-06,401810997,substitution,0,HOU,3,3975,Stephen Curry,X,Regular Season,401810997-401810997483,1,and-one,home
2,1:09,2026-04-06,401810997,,2,HOU,3,3975,Stephen Curry,M-M,Regular Season,401810997-401810997492,2,shooting,home
2,6:56,2026-04-06,401810997,,2,HOU,4,4592714,Pat Spencer,M-M,Regular Season,401810997-401810997605,2,shooting,home
2,11:29,2026-04-08,401811009,,2,SAC,1,4709138,Brandin Podziemski,M-M,Regular Season,401811009-40181100914,2,shooting,home
2,53.5,2026-04-08,401811009,,1,SAC,1,6589,Draymond Green,M-X,Regular Season,401811009-401811009148,2,shooting,home
1,10:55,2026-04-08,401811009,,1,SAC,2,4066436,De'Anthony Melton,M,Regular Season,401811009-401811009180,1,and-one,home
2,7:39,2026-04-08,401811009,,1,SAC,2,4066436,De'Anthony Melton,X-M,Regular Season,401811009-401811009216,2,shooting,home
1,3:58,2026-04-08,401811009,,1,SAC,2,3975,Stephen Curry,M,Regular Season,401811009-401811009268,1,and-one,home
1,2:48,2026-04-08,401811009,,1,SAC,2,3975,Stephen Curry,M,Regular Season,401811009-401811009287,1,technical,home
1,2:39,2026-04-08,401811009,,1,SAC,2,3975,Stephen Curry,M,Regular Season,401811009-401811009295,1,technical,home
2,2:04,2026-04-08,401811009,,1,SAC,2,4592714,Pat Spencer,X-M,Regular Season,401811009-401811009300,2,technical,home
2,3:52,2026-04-08,401811009,,2,SAC,3,3134903,Gary Payton II,M-M,Regular Season,401811009-401811009458,2,shooting,home
2,11:04,2026-04-08,401811009,,2,SAC,4,4709138,Brandin Podziemski,M-M,Regular Season,401811009-401811009543,2,shooting,home
2,9:22,2026-04-08,401811009,,2,SAC,4,4709138,Brandin Podziemski,M-M,Regular Season,401811009-401811009568,2,shooting,home
2,3:15,2026-04-08,401811009,timeout;substitution,1,SAC,4,2326307,Seth Curry,M-X,Regular Season,401811009-401811009638,2,shooting,home
2,1:39,2026-04-08,401811009,,2,SAC,4,2326307,Seth Curry,M-M,Regular Season,401811009-401811009655,2,shooting,home
2,28.0,2026-04-08,401811009,,1,SAC,4,4066436,De'Anthony Melton,X-M,Regular Season,401811009-401811009683,2,transition-take,home
1,10:50,2026-04-10,401811025,,1,LAL,2,2326307,Seth Curry,M,Regular Season,401811025-401811025169,1,technical,home
2,8:26,2026-04-10,401811025,,2,LAL,3,6589,Draymond Green,M-M,Regular Season,401811025-401811025341,2,shooting,home
2,7:15,2026-04-10,401811025,,2,LAL,3,3134903,Gary Payton II,M-M,Regular Season,401811025-401811025354,2,shooting,home
2,5:15,2026-04-10,401811025,,2,LAL,3,4709138,Brandin Podziemski,M-M,Regular Season,401811025-401811025391,2,shooting,home
2,27.2,2026-04-10,401811025,,2,LAL,3,4897449,Malevy Leons,M-M,Regular Season,401811025-401811025444,2,shooting,home
1,6:05,2026-04-10,401811025,substitution,1,LAL,4,2326307,Seth Curry,M,Regular Season,401811025-401811025524,1,transition-take,home
2,2:46,2026-04-10,401811025,,2,LAL,4,4897449,Malevy Leons,M-M,Regular Season,401811025-401811025564,2,shooting,home
2,1:00,2026-04-11,401811039,,1,SAC,1,3102531,Kristaps Porzingis,X-M,Regular Season,401811039-401811039156,2,shooting,away
2,11:48,2026-04-11,401811039,,2,SAC,2,4066436,De'Anthony Melton,M-M,Regular Season,401811039-401811039186,2,transition-take,away
1,8:52,2026-04-11,401811039,substitution,1,SAC,2,3102531,Kristaps Porzingis,M,Regular Season,401811039-401811039245,1,and-one,away
2,33.8,2026-04-11,401811039,,2,SAC,2,4066436,De'Anthony Melton,M-M,Regular Season,401811039-401811039342,2,shooting,away
2,10:35,2026-04-11,401811039,review/challenge,2,SAC,3,6589,Draymond Green,M-M,Regular Season,401811039-401811039378,2,flagrant,away
1,10:26,2026-04-11,401811039,,1,SAC,3,4709138,Brandin Podziemski,M,Regular Season,401811039-401811039384,1,flagrant,away
2,1:43,2026-04-11,401811039,,2,SAC,3,4397886,Charles Bassey,M-M,Regular Season,401811039-401811039528,2,shooting,away
1,53.2,2026-04-11,401811039,,1,SAC,3,4709138,Brandin Podziemski,M,Regular Season,401811039-401811039542,1,and-one,away
2,10:50,2026-04-11,401811039,,2,SAC,4,4709138,Brandin Podziemski,M-M,Regular Season,401811039-401811039577,2,shooting,away
3,8:56,2026-04-11,401811039,,3,SAC,4,3975,Stephen Curry,M-M-M,Regular Season,401811039-401811039600,3,shooting,away
2,6:42,2026-04-11,401811039,,2,SAC,4,4709138,Brandin Podziemski,M-M,Regular Season,401811039-401811039645,2,technical,away
2,4:28,2026-04-11,401811039,,2,SAC,4,4897449,Malevy Leons,M-M,Regular Season,401811039-401811039670,2,shooting,away
2,3:36,2026-04-11,401811039,,2,SAC,4,4709138,Brandin Podziemski,M-M,Regular Season,401811039-401811039685,2,shooting,away
2,1:46,2026-04-11,401811039,,2,SAC,4,4397886,Charles Bassey,M-M,Regular Season,401811039-401811039702,2,shooting,away
2,4.5,2026-04-11,401811039,,1,SAC,4,4709138,Brandin Podziemski,X-M,Regular Season,401811039-401811039732,2,shooting,away
2,3:28,2026-04-13,401811054,,1,LAC,1,4997536,Gui Santos,X-M,Regular Season,401811054-401811054116,2,shooting,away
2,33.3,2026-04-13,401811054,,2,LAC,1,4397886,Charles Bassey,M-M,Regular Season,401811054-401811054158,2,shooting,away
1,0.3,2026-04-13,401811054,,1,LAC,1,4397886,Charles Bassey,M,Regular Season,401811054-401811054174,1,technical,away
1,3:16,2026-04-13,401811054,,1,LAC,2,3975,Stephen Curry,M,Regular Season,401811054-401811054287,1,away-from-play,away
2,3:14,2026-04-13,401811054,,2,LAC,2,3102531,Kristaps Porzingis,M-M,Regular Season,401811054-401811054290,2,away-from-play,away
3,1:34,2026-04-13,401811054,,1,LAC,2,3975,Stephen Curry,M-X-X,Regular Season,401811054-401811054316,3,shooting,away
2,11:37,2026-04-13,401811054,,2,LAC,3,3102531,Kristaps Porzingis,M-M,Regular Season,401811054-401811054348,2,shooting,away
2,9:09,2026-04-13,401811054,,2,LAC,3,4709138,Brandin Podziemski,M-M,Regular Season,401811054-401811054380,2,shooting,away
2,8:08,2026-04-13,401811054,,2,LAC,3,3975,Stephen Curry,M-M,Regular Season,401811054-401811054389,2,shooting,away
2,3:43,2026-04-13,401811054,,2,LAC,3,4897449,Malevy Leons,M-M,Regular Season,401811054-401811054467,2,shooting,away
2,1:02,2026-04-13,401811054,,1,LAC,3,4397886,Charles Bassey,M-X,Regular Season,401811054-401811054495,2,shooting,away
1,10:51,2026-04-13,401811054,,0,LAC,4,4397886,Charles Bassey,X,Regular Season,401811054-401811054533,1,and-one,away
2,7:58,2026-04-13,401811054,,2,LAC,4,3975,Stephen Curry,M-M,Regular Season,401811054-401811054572,2,shooting,away
2,6:27,2026-04-13,401811054,,2,LAC,4,3102531,Kristaps Porzingis,M-M,Regular Season,401811054-401811054595,2,shooting,away
2,4:26,2026-04-13,401811054,,2,LAC,4,4066436,De'Anthony Melton,M-M,Regular Season,401811054-401811054638,2,shooting,away
2,2:02,2026-04-13,401811054,,2,LAC,4,4397821,Nate Williams,M-M,Regular Season,401811054-401811054672,2,shooting,away
2,1:25,2026-04-13,401811054,,2,LAC,4,4397886,Charles Bassey,M-M,Regular Season,401811054-401811054682,2,shooting,away
1,3:00,2026-04-16,401866756,,0,LAC,1,4709138,Brandin Podziemski,X,Play-In,401866756-401866756116,1,technical,away
2,1:59,2026-04-16,401866756,,1,LAC,1,4709138,Brandin Podziemski,M-X,Play-In,401866756-401866756137,2,shooting,away
1,9:41,2026-04-16,401866756,substitution,0,LAC,2,3134903,Gary Payton II,X,Play-In,401866756-401866756197,1,and-one,away
2,7:59,2026-04-16,401866756,,1,LAC,2,4066436,De'Anthony Melton,X-M,Play-In,401866756-401866756220,2,shooting,away
2,7:01,2026-04-16,401866756,,2,LAC,2,3134903,Gary Payton II,M-M,Play-In,401866756-401866756245,2,shooting,away
2,2:10,2026-04-16,401866756,,2,LAC,2,3975,Stephen Curry,M-M,Play-In,401866756-401866756321,2,technical,away
2,1:03,2026-04-16,401866756,,1,LAC,2,4709138,Brandin Podziemski,X-M,Play-In,401866756-401866756333,2,shooting,away
2,8:51,2026-04-16,401866756,,0,LAC,3,3102531,Kristaps Porzingis,X-X,Play-In,401866756-401866756395,2,shooting,away
1,6:56,2026-04-16,401866756,,1,LAC,3,3975,Stephen Curry,M,Play-In,401866756-401866756425,1,and-one,away
1,8:46,2026-04-16,401866756,,1,LAC,4,3102531,Kristaps Porzingis,M,Play-In,401866756-401866756571,1,and-one,away
1,46.3,2026-04-16,401866756,review/challenge,1,LAC,4,4709138,Brandin Podziemski,M,Play-In,401866756-401866756671,1,and-one,away
2,32.5,2026-04-16,401866756,,1,LAC,4,3975,Stephen Curry,X-M,Play-In,401866756-401866756676,2,shooting,away
2,9.5,2026-04-16,401866756,,2,LAC,4,4709138,Brandin Podziemski,M-M,Play-In,401866756-401866756685,2,transition-take,away
2,2:23,2026-04-18,401866759,,2,PHX,1,3102531,Kristaps Porzingis,M-M,Play-In,401866759-401866759133,2,shooting,away
2,7:46,2026-04-18,401866759,substitution,2,PHX,2,4066436,De'Anthony Melton,M-M,Play-In,401866759-401866759229,2,shooting,away
2,3:47,2026-04-18,401866759,,1,PHX,2,4709138,Brandin Podziemski,M-X,Play-In,401866759-401866759280,2,shooting,away
2,1:10,2026-04-18,401866759,,1,PHX,2,6589,Draymond Green,X-M,Play-In,401866759-401866759333,2,shooting,away
2,19.6,2026-04-18,401866759,,2,PHX,2,3975,Stephen Curry,M-M,Play-In,401866759-401866759344,2,shooting,away
2,8:31,2026-04-18,401866759,,1,PHX,3,3102531,Kristaps Porzingis,M-X,Play-In,401866759-401866759395,2,shooting,away
2,3:46,2026-04-18,401866759,,2,PHX,3,4066436,De'Anthony Melton,M-M,Play-In,401866759-401866759458,2,shooting,away
2,1:56,2026-04-18,401866759,,1,PHX,3,4997536,Gui Santos,X-M,Play-In,401866759-401866759482,2,shooting,away
2,43.9,2026-04-18,401866759,,2,PHX,3,3213,Al Horford,M-M,Play-In,401866759-401866759495,2,shooting,away
3,6:18,2026-04-18,401866759,,3,PHX,4,3975,Stephen Curry,M-M-M,Play-In,401866759-401866759588,3,shooting,away
1,5:05,2026-04-18,401866759,,1,PHX,4,4709138,Brandin Podziemski,M,Play-In,401866759-401866759603,1,and-one,away
1,1:59,2026-04-18,401866759,,1,PHX,4,3975,Stephen Curry,M,Play-In,401866759-401866759646,1,technical,away
