attempts,clock,date,game_id,interruptions,makes,opponent,period,player_id,player_name,result_sequence,segment,trip_id,trip_length,trip_type,venue
2,55.5,2025-12-31,401810317,,2,CHA,1,6430,Jimmy Butler III,M-M,Regular Season,401810317-401810317161,2,shooting,away
1,10:40,2025-12-31,401810317,substitution,1,CHA,2,3975,Stephen Curry,M,Regular Season,401810317-401810317208,1,and-one,away
2,6.3,2025-12-31,401810317,,2,CHA,2,6430,Jimmy Butler III,M-M,Regular Season,401810317-401810317370,2,shooting,away
2,6:19,2025-12-31,401810317,,2,CHA,3,4709138,Brandin Podziemski,M-M,Regular Season,401810317-401810317475,2,shooting,away
2,1:14,2025-12-31,401810317,,2,CHA,3,6430,Jimmy Butler III,M-M,Regular Season,401810317-401810317547,2,shooting,away
2,5:24,2025-12-31,401810317,,2,CHA,4,6430,Jimmy Butler III,M-M,Regular Season,401810317-401810317656,2,shooting,away
2,27.1,2025-12-31,401810317,,2,CHA,4,3975,Stephen Curry,M-M,Regular Season,401810317-401810317726,2,shooting,away
2,17.1,2025-12-31,401810317,,2,CHA,4,6430,Jimmy Butler III,M-M,Regular Season,401810317-401810317738,2,transition-take,away
2,7:38,2026-01-03,401810339,,2,OKC,1,4593016,Quinten Post,M-M,Regular Season,401810339-40181033963,2,shooting,home
2,2:17,2026-01-03,401810339,,2,OKC,1,3213,Al Horford,M-M,Regular Season,401810339-401810339152,2,shooting,home
2,11:15,2026-01-03,401810339,,2,OKC,2,4997536,Gui Santos,M-M,Regular Season,401810339-401810339209,2,shooting,home
3,9:10,2026-01-03,401810339,,2,OKC,2,4709138,Brandin Podziemski,X-M-M,Regular Season,401810339-401810339238,3,shooting,home
2,2:37,2026-01-03,401810339,,1,OKC,2,4997536,Gui Santos,M-X,Regular Season,401810339-401810339342,2,shooting,home
1,1:31,2026-01-03,401810339,substitution,1,OKC,2,4897262,Will Richard,M,Regular Season,401810339-401810339358,1,and-one,home
2,11:40,2026-01-03,401810339,,1,OKC,3,4997536,Gui Santos,X-M,Regular Season,401810339-401810339399,2,shooting,home
2,6:39,2026-01-03,401810339,timeout;substitution,2,OKC,3,4431684,Trayce Jackson-Davis,M-M,Regular Season,401810339-401810339469,2,shooting,home
2,0.6,2026-01-03,401810339,,1,OKC,3,4709138,Brandin Podziemski,X-M,Regular Season,401810339-401810339554,2,shooting,home
2,10:14,2026-01-03,401810339,review/challenge,1,OKC,4,4431684,Trayce Jackson-Davis,X-M,Regular Season,401810339-401810339592,2,shooting,home
1,8:59,2026-01-03,401810339,substitution,0,OKC,4,4432171,Moses Moody,X,Regular Season,401810339-401810339610,1,and-one,home
2,4:07,2026-01-03,401810339,,2,OKC,4,4431684,Trayce Jackson-Davis,M-M,Regular Season,401810339-401810339670,2,shooting,home
2,9:06,2026-01-04,401810347,,2,UTAH,1,3975,Stephen Curry,M-M,Regular Season,401810347-40181034733,2,shooting,home
1,8:20,2026-01-04,401810347,,1,UTAH,1,6589,Draymond Green,M,Regular Season,401810347-40181034747,1,and-one,home
2,3:05,2026-01-04,401810347,,1,UTAH,1,4431684,Trayce Jackson-Davis,M-X,Regular Season,401810347-401810347133,2,shooting,home
1,8:40,2026-01-04,401810347,,1,UTAH,2,3975,Stephen Curry,M,Regular Season,401810347-401810347218,1,technical,home
2,1:05,2026-01-04,401810347,timeout;review/challenge;substitution,1,UTAH,2,6430,Jimmy Butler III,M-X,Regular Season,401810347-401810347330,2,shooting,home
2,36.2,2026-01-04,401810347,,1,UTAH,2,6430,Jimmy Butler III,X-M,Regular Season,401810347-401810347337,2,shooting,home
2,9:24,2026-01-04,401810347,,2,UTAH,3,3975,Stephen Curry,M-M,Regular Season,401810347-401810347387,2,shooting,home
2,3:45,2026-01-04,401810347,,0,UTAH,3,4431684,Trayce Jackson-Davis,X-X,Regular Season,401810347-401810347473,2,shooting,home
2,2:20,2026-01-04,401810347,timeout;substitution,2,UTAH,3,3975,Stephen Curry,M-M,Regular Season,401810347-401810347497,2,shooting,home
2,11:13,2026-01-04,401810347,,1,UTAH,4,4709138,Brandin Podziemski,X-M,Regular Season,401810347-401810347566,2,shooting,home
2,7:57,2026-01-04,401810347,,2,UTAH,4,6430,Jimmy Butler III,M-M,Regular Season,401810347-401810347596,2,shooting,home
2,6:00,2026-01-04,401810347,,2,UTAH,4,6430,Jimmy Butler III,M-M,Regular Season,401810347-401810347628,2,shooting,home
2,3:34,2026-01-04,401810347,,2,UTAH,4,3975,Stephen Curry,M-M,Regular Season,401810347-401810347671,2,shooting,home
2,2:19,2026-01-06,401810363,,1,LAC,1,6430,Jimmy Butler III,M-X,Regular Season,401810363-401810363128,2,shooting,away
2,1:11,2026-01-06,401810363,,2,LAC,1,3213,Al Horford,M-M,Regular Season,401810363-401810363156,2,shooting,away
1,4:23,2026-01-06,401810363,substitution,1,LAC,2,6430,Jimmy Butler III,M,Regular Season,401810363-401810363281,1,and-one,away
2,6:07,2026-01-06,401810363,,2,LAC,3,4432171,Moses Moody,M-M,Regular Season,401810363-401810363425,2,shooting,away
3,5:07,2026-01-06,401810363,,3,LAC,3,3975,Stephen Curry,M-M-M,Regular Season,401810363-401810363435,3,shooting,away
2,27.8,2026-01-06,401810363,,2,LAC,3,6430,Jimmy Butler III,M-M,Regular Season,401810363-401810363497,2,shooting,away
1,10:58,2026-01-06,401810363,substitution,0,LAC,4,3134903,Gary Payton II,X,Regular Season,401810363-401810363526,1,and-one,away
2,9:15,2026-01-06,401810363,,1,LAC,4,4997536,Gui Santos,X-M,Regular Season,401810363-401810363542,2,shooting,away
2,6:56,2026-01-06,401810363,timeout;substitution,1,LAC,4,6430,Jimmy Butler III,X-M,Regular Season,401810363-401810363590,2,shooting,away
2,6:33,2026-01-06,401810363,,1,LAC,4,4709138,Brandin Podziemski,M-X,Regular Season,401810363-401810363597,2,shooting,away
2,5:57,2026-01-06,401810363,,2,LAC,4,6430,Jimmy Butler III,M-M,Regular Season,401810363-401810363605,2,shooting,away
2,3:06,2026-01-06,401810363,,2,LAC,4,6430,Jimmy Butler III,M-M,Regular Season,401810363-401810363649,2,shooting,away
2,2:35,2026-01-06,401810363,,2,LAC,4,3975,Stephen Curry,M-M,Regular Season,401810363-401810363657,2,shooting,away
2,2:00,2026-01-06,401810363,,2,LAC,4,6589,Draymond Green,M-M,Regular Season,401810363-401810363663,2,shooting,away
2,8:09,2026-01-08,401810381,,1,MIL,1,3975,Stephen Curry,X-M,Regular Season,401810381-40181038145,2,shooting,home
2,2:24,2026-01-08,401810381,,2,MIL,2,6430,Jimmy Butler III,M-M,Regular Season,401810381-401810381268,2,shooting,home
1,59.9,2026-01-08,401810381,,1,MIL,2,3975,Stephen Curry,M,Regular Season,401810381-401810381286,1,technical,home
2,59.9,2026-01-08,401810381,substitution,2,MIL,2,6430,Jimmy Butler III,M-M,Regular Season,401810381-401810381289,2,technical,home
2,9:32,2026-01-08,401810381,,2,MIL,3,3975,Stephen Curry,M-M,Regular Season,401810381-401810381342,2,shooting,home
2,6:34,2026-01-08,401810381,,2,MIL,3,6430,Jimmy Butler III,M-M,Regular Season,401810381-401810381379,2,shooting,home
2,5:24,2026-01-08,401810381,,1,MIL,4,6589,Draymond Green,M-X,Regular Season,401810381-401810381560,2,shooting,home
1,4:29,2026-01-08,401810381,,0,MIL,4,6430,Jimmy Butler III,X,Regular Season,401810381-401810381575,1,and-one,home
2,2:42,2026-01-08,401810381,,1,MIL,4,4066436,De'Anthony Melton,X-M,Regular Season,401810381-401810381601,2,shooting,home
2,1:59,2026-01-08,401810381,,2,MIL,4,6430,Jimmy Butler III,M-M,Regular Season,401810381-401810381612,2,shooting,home
1,10:51,2026-01-10,401810394,,1,SAC,1,3975,Stephen Curry,M,Regular Season,401810394-40181039420,1,and-one,home
1,8:02,2026-01-10,401810394,substitution,1,SAC,1,6430,Jimmy Butler III,M,Regular Season,401810394-40181039453,1,and-one,home
2,2:18,2026-01-10,401810394,,2,SAC,1,4066436,De'Anthony Melton,M-M,Regular Season,401810394-401810394140,2,shooting,home
2,8:24,2026-01-10,401810394,,2,SAC,3,6430,Jimmy Butler III,M-M,Regular Season,401810394-401810394378,2,shooting,home
2,2:39,2026-01-10,401810394,timeout;substitution,2,SAC,3,4066436,De'Anthony Melton,M-M,Regular Season,401810394-401810394467,2,shooting,home
2,8:16,2026-01-10,401810394,substitution,2,SAC,4,4709138,Brandin Podziemski,M-M,Regular Season,401810394-401810394556,2,technical,home
1,6:47,2026-01-10,401810394,substitution,1,SAC,4,4709138,Brandin Podziemski,M,Regular Season,401810394-401810394576,1,and-one,home
3,5:40,2026-01-10,401810394,,3,SAC,4,4709138,Brandin Podziemski,M-M-M,Regular Season,401810394-401810394583,3,shooting,home
2,10:12,2026-01-12,401810411,,2,ATL,1,3975,Stephen Curry,M-M,Regular Season,401810411-40181041122,2,shooting,home
3,3:47,2026-01-12,401810411,,2,ATL,1,4432171,Moses Moody,M-X-M,Regular Season,401810411-401810411111,3,shooting,home
2,5:33,2026-01-12,401810411,,2,ATL,2,6430,Jimmy Butler III,M-M,Regular Season,401810411-401810411279,2,shooting,home
1,5:08,2026-01-12,401810411,,1,ATL,2,6430,Jimmy Butler III,M,Regular Season,401810411-401810411294,1,and-one,home
1,2:58,2026-01-12,401810411,timeout;substitution,1,ATL,2,6430,Jimmy Butler III,M,Regular Season,401810411-401810411327,1,and-one,home
2,8.5,2026-01-12,401810411,,2,ATL,2,6430,Jimmy Butler III,M-M,Regular Season,401810411-401810411356,2,shooting,home
3,10:56,2026-01-12,401810411,,3,ATL,3,3975,Stephen Curry,M-M-M,Regular Season,401810411-401810411383,3,shooting,home
2,6:55,2026-01-12,401810411,,1,ATL,3,6589,Draymond Green,X-M,Regular Season,401810411-401810411435,2,shooting,home
1,10:44,2026-01-12,401810411,substitution,1,ATL,4,3975,Stephen Curry,M,Regular Season,401810411-401810411559,1,and-one,home
1,8:56,2026-01-12,401810411,,0,ATL,4,4066436,De'Anthony Melton,X,Regular Season,401810411-401810411593,1,and-one,home
1,7:13,2026-01-12,401810411,,1,ATL,4,6430,Jimmy Butler III,M,Regular Season,401810411-401810411622,1,and-one,home
1,3:58,2026-01-12,401810411,,1,ATL,4,6430,Jimmy Butler III,M,Regular Season,401810411-401810411669,1,and-one,home
1,1:50,2026-01-12,401810411,,0,ATL,4,4431684,Trayce Jackson-Davis,X,Regular Season,401810411-401810411721,1,and-one,home
1,8:33,2026-01-14,401810425,timeout,1,POR,1,6430,Jimmy Butler III,M,Regular Season,401810425-40181042541,1,and-one,home
1,3:16,2026-01-14,401810425,,1,POR,1,3975,Stephen Curry,M,Regular Season,401810425-401810425120,1,technical,home
2,8:53,2026-01-14,401810425,,2,POR,2,3134903,Gary Payton II,M-M,Regular Season,401810425-401810425237,2,shooting,home
2,6:24,2026-01-14,401810425,,2,POR,2,6430,Jimmy Butler III,M-M,Regular Season,401810425-401810425283,2,technical,home
2,3:30,2026-01-14,401810425,,2,POR,2,6430,Jimmy Butler III,M-M,Regular Season,401810425-401810425327,2,shooting,home
1,11:03,2026-01-14,401810425,,1,POR,4,4066436,De'Anthony Melton,M,Regular Season,401810425-401810425561,1,and-one,home
2,2:02,2026-01-14,401810425,,1,POR,4,2990984,Buddy Hield,M-X,Regular Season,401810425-401810425671,2,shooting,home
2,1:10,2026-01-14,401810425,,2,POR,4,4897262,Will Richard,M-M,Regular Season,401810425-401810425685,2,shooting,home
1,5:42,2026-01-16,401810439,substitution,1,NY,1,3975,Stephen Curry,M,Regular Season,401810439-40181043988,1,and-one,home
1,1:20,2026-01-16,401810439,,1,NY,1,6430,Jimmy Butler III,M,Regular Season,401810439-401810439156,1,and-one,home
2,1:55,2026-01-16,401810439,timeout;substitution,1,NY,2,4709138,Brandin Podziemski,X-M,Regular Season,401810439-401810439315,2,shooting,home
2,58.3,2026-01-16,401810439,,2,NY,2,3975,Stephen Curry,M-M,Regular Season,401810439-401810439327,2,shooting,home
2,7:16,2026-01-16,401810439,,2,NY,3,6589,Draymond Green,M-M,Regular Season,401810439-401810439399,2,shooting,home
2,6:39,2026-01-16,401810439,,1,NY,3,6430,Jimmy Butler III,M-X,Regular Season,401810439-401810439410,2,shooting,home
2,2:35,2026-01-16,401810439,,1,NY,3,6430,Jimmy Butler III,X-M,Regular Season,401810439-401810439467,2,shooting,home
1,10:45,2026-01-16,401810439,,1,NY,4,6589,Draymond Green,M,Regular Season,401810439-401810439531,2,flagrant,home
1,10:56,2026-01-18,401810454,,0,CHA,2,4709138,Brandin Podziemski,X,Regular Season,401810454-401810454195,1,and-one,home
2,4:01,2026-01-18,401810454,,2,CHA,2,2990984,Buddy Hield,M-M,Regular Season,401810454-401810454288,2,shooting,home
2,2:48,2026-01-18,401810454,,2,CHA,3,4066436,De'Anthony Melton,M-M,Regular Season,401810454-401810454488,2,shooting,home
2,37.7,2026-01-18,401810454,,2,CHA,3,4709138,Brandin Podziemski,M-M,Regular Season,401810454-401810454526,2,transition-take,home
1,19.5,2026-01-18,401810454,substitution,1,CHA,3,4066436,De'Anthony Melton,M,Regular Season,401810454-401810454548,1,and-one,home
2,0.2,2026-01-18,401810454,,2,CHA,3,4066436,De'Anthony Melton,M-M,Regular Season,401810454-401810454553,2,shooting,home
2,10:09,2026-01-18,401810454,,1,CHA,4,4709138,Brandin Podziemski,M-X,Regular Season,401810454-401810454590,2,shooting,home
1,6:07,2026-01-18,401810454,substitution,1,CHA,4,3213,Al Horford,M,Regular Season,401810454-401810454656,1,and-one,home
1,7:12,2026-01-20,401810467,substitution,1,MIA,1,4709138,Brandin Podziemski,M,Regular Season,401810467-40181046785,1,and-one,home
2,5:59,2026-01-20,401810467,,0,MIA,1,4431684,Trayce Jackson-Davis,X-X,Regular Season,401810467-401810467106,2,shooting,home
2,5:24,2026-01-20,401810467,,2,MIA,1,3975,Stephen Curry,M-M,Regular Season,401810467-401810467118,2,shooting,home
2,1:06,2026-01-20,401810467,,2,MIA,1,6430,Jimmy Butler III,M-M,Regular Season,401810467-401810467181,2,shooting,home
1,48.5,2026-01-20,401810467,,1,MIA,1,6430,Jimmy Butler III,M,Regular Season,401810467-401810467188,1,and-one,home
3,11:33,2026-01-20,401810467,,2,MIA,2,4432171,Moses Moody,X-M-M,Regular Season,401810467-401810467224,3,shooting,home
2,8:43,2026-01-20,401810467,,2,MIA,3,6430,Jimmy Butler III,M-M,Regular Season,401810467-401810467458,2,shooting,home
2,7:11,2026-01-20,401810467,,2,MIA,3,4709138,Brandin Podziemski,M-M,Regular Season,401810467-401810467484,2,shooting,home
2,4:20,2026-01-20,401810467,,1,MIA,3,4593016,Quinten Post,X-M,Regular Season,401810467-401810467532,2,shooting,home
2,2:02,2026-01-21,401810473,,2,TOR,1,2990984,Buddy Hield,M-M,Regular Season,401810473-401810473142,2,shooting,home
2,1:15,2026-01-21,401810473,,1,TOR,1,4709138,Brandin Podziemski,X-M,Regular Season,401810473-401810473157,2,shooting,home
2,11:42,2026-01-21,401810473,,1,TOR,2,3975,Stephen Curry,X-M,Regular Season,401810473-401810473189,2,shooting,home
2,9:46,2026-01-21,401810473,,0,TOR,2,4433247,Jonathan Kuminga,X-X,Regular Season,401810473-401810473213,2,shooting,home
1,4:30,2026-01-21,401810473,,0,TOR,2,4432171,Moses Moody,X,Regular Season,401810473-401810473292,1,and-one,home
2,2:04,2026-01-21,401810473,,1,TOR,2,4709138,Brandin Podziemski,X-M,Regular Season,401810473-401810473336,2,shooting,home
2,44.2,2026-01-21,401810473,,1,TOR,2,3134903,Gary Payton II,M-X,Regular Season,401810473-401810473357,2,shooting,home
1,8:45,2026-01-21,401810473,substitution,0,TOR,3,4709138,Brandin Podziemski,X,Regular Season,401810473-401810473424,1,and-one,home
1,5:43,2026-01-21,401810473,,1,TOR,3,3975,Stephen Curry,M,Regular Season,401810473-401810473465,1,technical,home
2,4:09,2026-01-21,401810473,,2,TOR,3,4433247,Jonathan Kuminga,M-M,Regular Season,401810473-401810473488,2,shooting,home
1,2:41,2026-01-21,401810473,,1,TOR,3,4433247,Jonathan Kuminga,M,Regular Season,401810473-401810473516,1,and-one,home
2,2:26,2026-01-21,401810473,,2,TOR,3,4066436,De'Anthony Melton,M-M,Regular Season,401810473-401810473521,2,shooting,home
1,1:49,2026-01-21,401810473,,1,TOR,3,4433247,Jonathan Kuminga,M,Regular Season,401810473-401810473537,1,and-one,home
3,54.5,2026-01-21,401810473,timeout;review/challenge,3,TOR,3,2990984,Buddy Hield,M-M-M,Regular Season,401810473-401810473548,3,shooting,home
2,3:51,2026-01-21,401810473,,1,TOR,4,4433247,Jonathan Kuminga,X-M,Regular Season,401810473-401810473671,2,shooting,home
1,4:34,2026-01-23,401810485,,1,DAL,1,4433247,Jonathan Kuminga,M,Regular Season,401810485-401810485116,1,and-one,away
1,3:38,2026-01-23,401810485,,1,DAL,1,4433247,Jonathan Kuminga,M,Regular Season,401810485-401810485133,1,and-one,away
2,2:34,2026-01-23,401810485,timeout;substitution,1,DAL,1,4066436,De'Anthony Melton,X-M,Regular Season,401810485-401810485152,2,shooting,away
2,9:12,2026-01-23,401810485,,2,DAL,2,6589,Draymond Green,M-M,Regular Season,401810485-401810485238,2,shooting,away
1,6:05,2026-01-23,401810485,,1,DAL,2,4432171,Moses Moody,M,Regular Season,401810485-401810485298,1,technical,away
2,4:28,2026-01-23,401810485,,2,DAL,2,4433247,Jonathan Kuminga,M-M,Regular Season,401810485-401810485323,2,shooting,away
2,36.7,2026-01-23,401810485,,2,DAL,2,3975,Stephen Curry,M-M,Regular Season,401810485-401810485376,2,shooting,away
1,1:00,2026-01-23,401810485,,1,DAL,3,2990984,Buddy Hield,M,Regular Season,401810485-401810485552,1,transition-take,away
2,52.1,2026-01-23,401810485,,1,DAL,3,4066436,De'Anthony Melton,X-M,Regular Season,401810485-401810485555,2,transition-take,away
2,2:40,2026-01-23,401810485,timeout;review/challenge,1,DAL,4,4066436,De'Anthony Melton,X-M,Regular Season,401810485-401810485729,2,shooting,away
2,57.3,2026-01-23,401810485,,1,DAL,4,4709138,Brandin Podziemski,X-M,Regular Season,401810485-401810485746,2,shooting,away
2,9:23,2026-01-25,401857824,,2,MIN,1,3975,Stephen Curry,M-M,Regular Season,401857824-40185782434,2,shooting,away
2,10:36,2026-01-25,401857824,,2,MIN,2,3975,Stephen Curry,M-M,Regular Season,401857824-401857824193,2,shooting,away
1,6:55,2026-01-25,401857824,timeout;substitution,1,MIN,2,4066436,De'Anthony Melton,M,Regular Season,401857824-401857824263,1,and-one,away
2,4:49,2026-01-25,401857824,,2,MIN,2,4066436,De'Anthony Melton,M-M,Regular Season,401857824-401857824296,2,shooting,away
1,4:02,2026-01-25,401857824,,1,MIN,3,3975,Stephen Curry,M,Regular Season,401857824-401857824459,1,transition-take,away
2,11:25,2026-01-25,401857824,,2,MIN,4,3975,Stephen Curry,M-M,Regular Season,401857824-401857824532,2,shooting,away
2,7:25,2026-01-25,401857824,,2,MIN,4,3975,Stephen Curry,M-M,Regular Season,401857824-401857824606,2,shooting,away
2,2:11,2026-01-25,401857824,,2,MIN,4,4593016,Quinten Post,M-M,Regular Season,401857824-401857824696,2,shooting,away
2,28.8,2026-01-25,401857824,,1,MIN,4,4431684,Trayce Jackson-Davis,X-M,Regular Season,401857824-401857824720,2,technical,away
2,6:06,2026-01-27,401810518,,0,MIN,3,2990984,Buddy Hield,X-X,Regular Season,401810518-401810518411,2,shooting,away
3,11:05,2026-01-27,401810518,,3,MIN,4,4709138,Brandin Podziemski,M-M-M,Regular Season,401810518-401810518522,3,shooting,away
2,10:47,2026-01-27,401810518,,1,MIN,4,4709138,Brandin Podziemski,X-M,Regular Season,401810518-401810518529,2,shooting,away
2,8:08,2026-01-27,401810518,,1,MIN,4,4431684,Trayce Jackson-Davis,X-M,Regular Season,401810518-401810518579,2,shooting,away
2,3:55,2026-01-27,401810518,,2,MIN,4,4897449,Malevy Leons,M-M,Regular Season,401810518-401810518646,2,shooting,away
2,2:50,2026-01-27,401810518,,1,MIN,4,4431684,Trayce Jackson-Davis,X-M,Regular Season,401810518-401810518660,2,shooting,away
2,5:07,2026-01-29,401810533,,2,UTAH,1,4709138,Brandin Podziemski,M-M,Regular Season,401810533-40181053383,2,shooting,away
2,3:10,2026-01-29,401810533,,2,UTAH,1,3975,Stephen Curry,M-M,Regular Season,401810533-401810533126,2,shooting,away
2,33.8,2026-01-29,401810533,,1,UTAH,1,4066436,De'Anthony Melton,X-M,Regular Season,401810533-401810533165,2,technical,away
2,5:31,2026-01-29,401810533,,2,UTAH,2,4709138,Brandin Podziemski,M-M,Regular Season,401810533-401810533290,2,shooting,away
3,35.3,2026-01-29,401810533,,2,UTAH,2,4997536,Gui Santos,X-M-M,Regular Season,401810533-401810533365,3,transition-take,away
1,9:42,2026-01-29,401810533,,0,UTAH,3,4432171,Moses Moody,X,Regular Season,401810533-401810533411,1,and-one,away
3,7:27,2026-01-29,401810533,substitution,3,UTAH,3,3975,Stephen Curry,M-M-M,Regular Season,401810533-401810533448,3,shooting,away
2,4:49,2026-01-29,401810533,,2,UTAH,3,3975,Stephen Curry,M-M,Regular Season,401810533-401810533493,2,shooting,away
2,2:58,2026-01-29,401810533,,2,UTAH,3,4709138,Brandin Podziemski,M-M,Regular Season,401810533-401810533527,2,shooting,away
2,2:08,2026-01-29,401810533,,2,UTAH,3,4066436,De'Anthony Melton,M-M,Regular Season,401810533-401810533539,2,shooting,away
2,10:29,2026-01-29,401810533,,1,UTAH,4,3975,Stephen Curry,X-M,Regular Season,401810533-401810533601,2,shooting,away
1,9:11,2026-01-29,401810533,substitution,1,UTAH,4,3975,Stephen Curry,M,Regular Season,401810533-401810533624,1,and-one,away
1,5:17,2026-01-29,401810533,timeout;substitution,1,UTAH,4,4066436,De'Anthony Melton,M,Regular Season,401810533-401810533674,1,technical,away
3,3:50,2026-01-29,401810533,,3,UTAH,4,4432171,Moses Moody,M-M-M,Regular Season,401810533-401810533694,3,shooting,away
2,3:29,2026-01-29,401810533,,1,UTAH,4,4592714,Pat Spencer,X-M,Regular Season,401810533-401810533707,2,shooting,away
2,11:44,2026-01-31,401810551,,2,DET,1,3213,Al Horford,M-M,Regular Season,401810551-4018105519,2,shooting,home
1,11:22,2026-01-31,401810551,,1,DET,1,6589,Draymond Green,M,Regular Season,401810551-40181055117,1,and-one,home
2,8:11,2026-01-31,401810551,,1,DET,1,4432171,Moses Moody,X-M,Regular Season,401810551-40181055153,2,shooting,home
2,6:07,2026-01-31,401810551,,2,DET,1,3975,Stephen Curry,M-M,Regular Season,401810551-40181055185,2,shooting,home
2,4:17,2026-01-31,401810551,,2,DET,1,4593016,Quinten Post,M-M,Regular Season,401810551-401810551111,2,shooting,home
1,0.2,2026-01-31,401810551,,1,DET,1,4066436,De'Anthony Melton,M,Regular Season,401810551-401810551168,1,and-one,home
1,8:03,2026-01-31,401810551,substitution,0,DET,2,4997536,Gui Santos,X,Regular Season,401810551-401810551236,1,technical,home
2,36.3,2026-01-31,401810551,,1,DET,2,4432171,Moses Moody,X-M,Regular Season,401810551-401810551358,2,flagrant,home
2,10:26,2026-01-31,401810551,,2,DET,3,4709138,Brandin Podziemski,M-M,Regular Season,401810551-401810551404,2,shooting,home
2,7:57,2026-01-31,401810551,,2,DET,3,3975,Stephen Curry,M-M,Regular Season,401810551-401810551436,2,shooting,home
1,4:28,2026-01-31,401810551,,1,DET,3,3975,Stephen Curry,M,Regular Season,401810551-401810551506,1,technical,home
3,3:03,2026-01-31,401810551,,3,DET,3,4709138,Brandin Podziemski,M-M-M,Regular Season,401810551-401810551529,3,shooting,home
2,1:31,2026-01-31,401810551,,2,DET,3,4593016,Quinten Post,M-M,Regular Season,401810551-401810551550,2,shooting,home
2,1:13,2026-01-31,401810551,,1,DET,3,4709138,Brandin Podziemski,M-X,Regular Season,401810551-401810551558,2,shooting,home
2,9:18,2026-01-31,401810551,,1,DET,4,4592714,Pat Spencer,X-M,Regular Season,401810551-401810551626,2,shooting,home
2,9:10,2026-01-31,401810551,,0,DET,4,4432171,Moses Moody,X-X,Regular Season,401810551-401810551633,2,shooting,home
2,3:00,2026-01-31,401810551,,2,DET,4,4709138,Brandin Podziemski,M-M,Regular Season,401810551-401810551721,2,shooting,home
2,1:19,2026-01-31,401810551,,2,DET,4,4066436,De'Anthony Melton,M-M,Regular Season,401810551-401810551740,2,shooting,home
2,13.9,2026-01-31,401810551,,0,DET,4,2990984,Buddy Hield,X-X,Regular Season,401810551-401810551767,2,transition-take,home
2,1:22,2026-02-04,401810579,,1,PHI,2,2990984,Buddy Hield,X-M,Regular Season,401810579-401810579312,2,shooting,home
1,4:14,2026-02-06,401810594,,0,PHX,1,3213,Al Horford,X,Regular Season,401810594-401810594103,1,technical,away
2,10:19,2026-02-06,401810594,,2,PHX,3,6589,Draymond Green,M-M,Regular Season,401810594-401810594317,2,shooting,away
2,8:41,2026-02-06,401810594,,2,PHX,3,4592714,Pat Spencer,M-M,Regular Season,401810594-401810594335,2,shooting,away
2,5:51,2026-02-06,401810594,,1,PHX,3,3213,Al Horford,M-X,Regular Season,401810594-401810594384,2,shooting,away
2,2:14,2026-02-06,401810594,timeout;substitution,2,PHX,3,4897262,Will Richard,M-M,Regular Season,401810594-401810594432,2,shooting,away
2,1:41,2026-02-06,401810594,,1,PHX,3,4066436,De'Anthony Melton,X-M,Regular Season,401810594-401810594439,2,shooting,away
2,21.6,2026-02-06,401810594,,2,PHX,3,4066436,De'Anthony Melton,M-M,Regular Season,401810594-401810594462,2,shooting,away
2,8:14,2026-02-06,401810594,,2,PHX,4,4997536,Gui Santos,M-M,Regular Season,401810594-401810594517,2,shooting,away
3,7:04,2026-02-06,401810594,,1,PHX,4,4997536,Gui Santos,X-M-X,Regular Season,401810594-401810594531,3,shooting,away
2,3:03,2026-02-06,401810594,,2,PHX,4,3213,Al Horford,M-M,Regular Season,401810594-401810594594,2,shooting,away
1,7:04,2026-02-08,401810608,substitution,1,LAL,1,4432171,Moses Moody,M,Regular Season,401810608-40181060861,1,and-one,away
2,3:02,2026-02-08,401810608,,1,LAL,2,6589,Draymond Green,X-M,Regular Season,401810608-401810608287,2,shooting,away
2,1:18,2026-02-08,401810608,,1,LAL,2,4432171,Moses Moody,M-X,Regular Season,401810608-401810608327,2,shooting,away
2,4:37,2026-02-08,401810608,,2,LAL,3,4432171,Moses Moody,M-M,Regular Season,401810608-401810608469,2,shooting,away
1,3:07,2026-02-08,401810608,substitution,0,LAL,3,4997536,Gui Santos,X,Regular Season,401810608-401810608491,1,and-one,away
2,9:38,2026-02-08,401810608,,1,LAL,4,4997536,Gui Santos,X-M,Regular Season,401810608-401810608558,2,shooting,away
1,1:52,2026-02-08,401810608,,1,LAL,4,4997536,Gui Santos,M,Regular Season,401810608-401810608685,1,and-one,away
2,8:25,2026-02-10,401810623,,2,MEM,1,4066436,De'Anthony Melton,M-M,Regular Season,401810623-40181062346,2,shooting,home
1,6:12,2026-02-10,401810623,substitution,0,MEM,1,4592714,Pat Spencer,X,Regular Season,401810623-401810623100,1,and-one,home
2,5:04,2026-02-10,401810623,,1,MEM,1,4709138,Brandin Podziemski,M-X,Regular Season,401810623-401810623115,2,shooting,home
1,3:39,2026-02-10,401810623,,1,MEM,1,4997536,Gui Santos,M,Regular Season,401810623-401810623135,1,and-one,home
1,3:02,2026-02-10,401810623,substitution,1,MEM,1,3213,Al Horford,M,Regular Season,401810623-401810623148,1,and-one,home
2,7:02,2026-02-10,401810623,,2,MEM,2,4066436,De'Anthony Melton,M-M,Regular Season,401810623-401810623253,2,shooting,home
1,2:58,2026-02-10,401810623,timeout;substitution,0,MEM,2,4592714,Pat Spencer,X,Regular Season,401810623-401810623311,1,and-one,home
